Nombre,URL
"Sol de Gualalupe‎","https://colnect.com/es/coins/list/currency/2249-Sol_de_Gualalupe"
"Sol Geneva‎","https://colnect.com/es/coins/list/currency/2000-Sol_Geneva"
"Solde India Portuguesa‎","https://colnect.com/es/coins/list/currency/2294-Solde_India_Portuguesa"
"Soldo Malayo‎","https://colnect.com/es/coins/list/currency/1641-Soldo_Malayo"
"Soldo Suizo‎","https://colnect.com/es/coins/list/currency/1970-Soldo_Suizo"
"Solido alemán‎","https://colnect.com/es/coins/list/currency/2777-Solido_alem%C3%A1n"
"Somalo de la Somalia Italiana - So.‎","https://colnect.com/es/coins/list/currency/1222-So_-_Somalo_de_la_Somalia_Italiana"
"Stater Indio‎","https://colnect.com/es/coins/list/currency/1502-Stater_Indio"
"Sukus, Indias Orientales holandesas‎","https://colnect.com/es/coins/list/currency/2430-Sukus_Indias_Orientales_holandesas"
"Tael de Hong Kong‎","https://colnect.com/es/coins/list/currency/2007-Tael_de_Hong_Kong"
"Táler, Somalilandia francesa‎","https://colnect.com/es/coins/list/currency/2480-T%C3%A1ler_Somalilandia_francesa"
"Tatróbolo egipcio‎","https://colnect.com/es/coins/list/currency/2086-Tatr%C3%B3bolo_egipcio"
"Tenga Khwarazmi‎","https://colnect.com/es/coins/list/currency/1237-Tenga_Khwarazmi"
"Teston alemán‎","https://colnect.com/es/coins/list/currency/3032-Teston_alem%C3%A1n"
"Toman afgano‎","https://colnect.com/es/coins/list/currency/2126-Toman_afgano"
"Tournois doble de los Estados Pontificios‎","https://colnect.com/es/coins/list/currency/2630-Tournois_doble_de_los_Estados_Pontificios"
"Tram, Armenia‎","https://colnect.com/es/coins/list/currency/2455-Tram_Armenia"
"Tremisse de los Estados italianos‎","https://colnect.com/es/coins/list/currency/2931-Tremisse_de_los_Estados_italianos"
"Trenet, Estados Españoles‎","https://colnect.com/es/coins/list/currency/2498-Trenet_Estados_Espa%C3%B1oles"
"Trichalkon Grecia Antigua‎","https://colnect.com/es/coins/list/currency/3117-Trichalkon_Grecia_Antigua"
"Turco beshlik eshrefi altin‎","https://colnect.com/es/coins/list/currency/2579-Turco_beshlik_eshrefi_altin"
"Vacquette francés‎","https://colnect.com/es/coins/list/currency/3023-Vacquette_franc%C3%A9s"
"Vellón de oro belga‎","https://colnect.com/es/coins/list/currency/2878-Vell%C3%B3n_de_oro_belga"
"Verier suizo‎","https://colnect.com/es/coins/list/currency/2523-Verier_suizo"
"Vintém portugués‎","https://colnect.com/es/coins/list/currency/3072-Vint%C3%A9m_portugu%C3%A9s"
"Vuurijzer belga‎","https://colnect.com/es/coins/list/currency/2864-Vuurijzer_belga"
"Whan, Corea‎","https://colnect.com/es/coins/list/currency/2464-Whan_Corea"
"Yarim altin turco‎","https://colnect.com/es/coins/list/currency/2581-Yarim_altin_turco"
"Yüzlük turco‎","https://colnect.com/es/coins/list/currency/2988-Y%C3%BCzl%C3%BCk_turco"
"Zeri mahbub argelino‎","https://colnect.com/es/coins/list/currency/2114-Zeri_mahbub_argelino"
